中部門コード,中部門名称,売上日付,部門区分,売上№,送り状№,受注№,得意先コード,得意先名称,納品先コード,納品先名称,売上担当者コード,売上担当者名称,大部門コード,大部門名称,相手先伝票№,送り状番号,伝票区分名,納入日付,送り状発行区分,運送会社コード,運送会社名称,配送区分,得意先締日,消費税率,帳端区分,取引区分,在庫管理NO.,品名コード,品名,規格,目付コード,寸法,単重,入数,個数,総重量,計算区分名,売上単価,売上金額,消費税金額,原価単価,原価金額,出庫倉庫コード,出庫倉庫名,行摘要１,行摘要２,備考,ユーザーID,ユーザー名称
2,営業２部,20250520,2,00199830,00135633,,22233540,七福鋼業  滋賀,00320401,七福鋼業㈱滋賀,00000137,新木,2,大阪本店,,135633,売上,20250520,2,023,BTLﾛｼﾞｽﾃｨｸｽ㈱,配達,末日,10,0,商品,C124090920,2C2600,SGHC-MO-F12,,," 1.600 ×  1,230.00 ×  2,000.00",31.30,63,4,7888,ｔ単価,115000,907120,90712,101692.06,802147,00000203,南港Ａ倉庫,,,,2158,安藤美佳
2,営業２部,20250520,2,00199830,00135633,,22233540,七福鋼業  滋賀,00320401,七福鋼業㈱滋賀,00000137,新木,2,大阪本店,,135633,売上,20250520,2,023,BTLﾛｼﾞｽﾃｨｸｽ㈱,配達,末日,10,0,商品,C124090921,2C2600,SGHC-MO-F12,,," 1.600 ×  1,230.00 ×  2,000.00",31.30,55,1,1722,ｔ単価,115000,198030,19803,101691.64,175113,00000203,南港Ａ倉庫,,,,2158,安藤美佳
2,営業２部,20250520,2,00199830,00135633,,22233540,七福鋼業  滋賀,00320401,七福鋼業㈱滋賀,00000137,新木,2,大阪本店,,135633,売上,20250520,2,023,BTLﾛｼﾞｽﾃｨｸｽ㈱,配達,末日,10,0,商品,C124103873,2C2600,SGHC-MO-F12,,," 2.300 ×  1,140.00 ×  2,000.00",41.60,32,1,1331,ｔ単価,119000,158389,15839,107874.53,143581,00000203,南港Ａ倉庫,,,,2158,安藤美佳
2,営業２部,20250520,2,00199877,00135653,,22194160,三幸プロダクツ東大阪,00220640,三幸プロダクツ,00000252,吉岡,2,大阪本店,,135653,売上,20250520,2,010,日本鉄鋼物流㈱,配達,末日,10,1,商品,L125030328,2L1000,ＥＣ," T-2.5",," 0.190 ×     92.00 ×  C",168,0,4,672,ｔ単価,302000,202944,20294,236144.18,158689,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250520,2,00199877,00135653,,22194160,三幸プロダクツ東大阪,00220640,三幸プロダクツ,00000252,吉岡,2,大阪本店,,135653,売上,20250520,2,010,日本鉄鋼物流㈱,配達,末日,10,1,商品,L125042841,2L1000,ＥＣ," T-2.5",," 0.190 ×     92.00 ×  C",192,0,2,384,ｔ単価,302000,115968,11597,232324.65,89213,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250520,2,00199877,00135653,,22194160,三幸プロダクツ東大阪,00220640,三幸プロダクツ,00000252,吉岡,2,大阪本店,,135653,売上,20250520,2,010,日本鉄鋼物流㈱,配達,末日,10,1,商品,L125043128,2L1000,ＥＣ,2.8/2.8 T2CA M1,," 0.280 ×     79.00 ×  C",185,0,10,1850,ｔ単価,302000,558700,55870,238992.70,442136,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250520,2,00199877,00135653,,22194160,三幸プロダクツ東大阪,00220640,三幸プロダクツ,00000252,吉岡,2,大阪本店,,135653,売上,20250520,2,010,日本鉄鋼物流㈱,配達,末日,10,1,商品,L125042670,2L1000,ＥＣ,2.8/2.8 T2.5BA R1 G,," 0.240 ×     82.00 ×  C",170,0,6,1020,ｔ単価,302000,308040,30804,258733.33,263908,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250520,2,00199878,00135687,,22194161,三幸プロダクツ 松原,00205500,三幸プロダクツ松原,00000253,畠中,2,大阪本店,,135687,売上,20250520,2,028,中村運送2t車(小林),配達,末日,10,1,商品,L125031833,2L1000,ＥＣ," T-2.5",," 0.190 ×     38.00 ×  C",82,0,3,246,ｔ単価,326000,80196,8020,235595.53,57957,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250520,2,00199878,00135687,,22194161,三幸プロダクツ 松原,00205500,三幸プロダクツ松原,00000253,畠中,2,大阪本店,,135687,売上,20250520,2,028,中村運送2t車(小林),配達,末日,10,1,商品,L125042154,2L1000,ＥＣ," T-2.5",," 0.190 ×     38.00 ×  C",90,0,3,270,ｔ単価,326000,88020,8802,233059.26,62926,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250520,2,00199881,00135739,,23016500,竹原製罐,00231130,竹原製罐,00000209,片岡,2,大阪本店,,135739,売上,20250520,2,,,配達,15日,10,0,商品,E125052141,2E2000,ﾌﾗｯｸ鋼板,両面KYBｵｲﾙﾎﾟｯﾄ胴,," 0.320 ×    540.00 ×    932.00",1.2640,509,1,643,枚数単価,592,301328,30133,530.01,269775,00000224,鈴木印刷,270x932ﾍｶｯﾄ済,,,2158,安藤美佳
2,営業２部,20250520,2,00199881,00135739,,23016500,竹原製罐,00231130,竹原製罐,00000209,片岡,2,大阪本店,,135739,売上,20250520,2,,,配達,15日,10,0,商品,E125052142,2E2000,ﾌﾗｯｸ鋼板,ﾓｶ(ﾍﾞｰｼﾞｭ)/KYB,," 0.320 ×    630.00 ×    932.00",1.4750,502,1,740,枚数単価,797,400094,40009,717,359934,00000224,鈴木印刷,310x932ﾍｶｯﾄ済,,,2158,安藤美佳
2,営業２部,20250520,2,00199893,00135673,,22010010,堺鋼板,02000061,オーライ製作所,00000230,竹原,2,大阪本店,,135673,売上,20250520,1,028,中村運送2t車(小林),配達,20日,10,0,商品,L124102193,2L1000,ＥＣ,,," 0.200 ×     66.00 ×  C",120,0,2,240,ｔ単価,306000,73440,7344,228867.36,54928,00000205,南港Ｃ倉庫,,,,2254,山根　茉里奈
2,営業２部,20250520,2,00199893,00135673,,22010010,堺鋼板,02000061,オーライ製作所,00000230,竹原,2,大阪本店,,135673,売上,20250520,1,028,中村運送2t車(小林),配達,20日,10,0,商品,L125041198,2L1000,ＥＣ," T-2.5",," 0.200 ×     66.00 ×  C",114,0,16,1824,ｔ単価,306000,558144,55814,232692.98,424432,00000205,南港Ｃ倉庫,,,,2254,山根　茉里奈
2,営業２部,20250520,2,00199896,00135592,,21815780,ｺｸﾖ,00231261,㈱田中製作所,00000230,竹原,2,大阪本店,,135592,売上,20250520,2,038,気和商運輸,配達,10日,10,0,商品,L124112233,2L3000,オレフィン鋼板,,," 0.270 ×     60.00 ×  C",134,0,5,670,ｔ単価,415000,278050,27805,357984.01,239849,00000205,南港Ｃ倉庫,,,,2254,山根　茉里奈
2,営業２部,20250520,2,00199965,00135605,,27160220,山下印刷紙器,00270662,山下印刷㈱  鈴鹿工場,00000230,竹原,2,大阪本店,,135605,売上,20250520,2,023,BTLﾛｼﾞｽﾃｨｸｽ㈱,配達,末日,10,0,商品,L125042644,2L1000,ＥＣ,2.8/2.8 DR-8 NR,," 0.170 ×    231.00 ×  C",594,0,1,594,ｔ単価,345000,204930,20493,307513.47,182663,00000205,南港Ｃ倉庫,No.02-042811,502-9002,,2254,山根　茉里奈
2,営業２部,20250520,2,00199965,00135605,,27160220,山下印刷紙器,00270662,山下印刷㈱  鈴鹿工場,00000230,竹原,2,大阪本店,,135605,売上,20250520,2,023,BTLﾛｼﾞｽﾃｨｸｽ㈱,配達,末日,10,0,商品,L125043231,2L1000,ＥＣ,2.8/2.8 DR-8 NR,," 0.170 ×    231.00 ×  C",601,0,1,601,ｔ単価,345000,207345,20735,307512.48,184815,00000205,南港Ｃ倉庫,No.02-042811,502-9002,,2254,山根　茉里奈
2,営業２部,20250520,2,00199965,00135605,,27160220,山下印刷紙器,00270662,山下印刷㈱  鈴鹿工場,00000230,竹原,2,大阪本店,,135605,売上,20250520,2,023,BTLﾛｼﾞｽﾃｨｸｽ㈱,配達,末日,10,0,商品,L125050444,2L1000,ＥＣ,2.8/2.8 DR-8 NR,," 0.170 ×    231.00 ×  C",542,0,6,3252,ｔ単価,345000,1121940,112194,305641.14,993945,00000205,南港Ｃ倉庫,,502-9002,,2254,山根　茉里奈
2,営業２部,20250520,3,00325071,,,20238041,伊藤忠丸紅２課（川村,00262750,宮田シャーリング,00000031,的場,2,大阪本店,,,売上,20250520,2,,,配達,20日,10,0,運賃,,Z2,運賃,,,,0,0,0,1773,ｔ単価,0,14000,1400,0,0,00000301,南港Ａ,,,引取運賃,3119,川口知登世
2,営業２部,20250520,3,00325087,,,20238041,伊藤忠丸紅２課（川村,00399000,,00000031,的場,2,大阪本店,,,委託売上,20250520,2,,,配達,20日,10,0,商品,A225051212,2A2400,SPC270C,"  AH77616",," 1.200 ×  1,070.00 ×  C",4182,0,1,4182,ｔ単価,147600,617263,61726,147600,617263,00000204,南港Ｂ倉庫,,,,3119,川口知登世
2,営業２部,20250520,3,00325087,,,20238041,伊藤忠丸紅２課（川村,00399000,,00000031,的場,2,大阪本店,,,委託売上,20250520,2,,,配達,20日,10,0,商品,A225050241,2A2600,SCGA270D,"  NM99552",," 1.200 ×  1,005.00 ×  C",3355,0,1,3355,ｔ単価,159900,536465,53647,159900,536465,00000204,南港Ｂ倉庫,,,,3119,川口知登世
2,営業２部,20250520,3,00325087,,,20238041,伊藤忠丸紅２課（川村,00399000,,00000031,的場,2,大阪本店,,,委託売上,20250520,2,,,配達,20日,10,0,商品,A225051295,2A2600,SCGA270D,"  NM99553",," 1.200 ×  1,005.00 ×  C",3404,0,1,3404,ｔ単価,159900,544300,54430,159900,544300,00000203,南港Ａ倉庫,,,,3119,川口知登世
2,営業２部,20250520,3,00325087,,,20238041,伊藤忠丸紅２課（川村,00399000,,00000031,的場,2,大阪本店,,,委託売上,20250520,2,,,配達,20日,10,0,商品,A225050236,2A2600,SCGA270CX,"  NK30565",," 1.400 ×  1,000.00 ×  C",2971,0,1,2971,ｔ単価,156900,466150,46615,156900,466150,00000204,南港Ｂ倉庫,,,,3119,川口知登世
2,営業２部,20250520,3,00325087,,,20238041,伊藤忠丸紅２課（川村,00399000,,00000031,的場,2,大阪本店,,,委託売上,20250520,2,,,配達,20日,10,0,商品,C325031370,2C2600,SHGA270D 45/45,,," 1.800 ×    700.00 ×    840.00",8.36,0,82,686,ｔ単価,193122,132482,13248,193122,132482,00000286,宮田シャーリング,,,,3119,川口知登世
2,営業２部,20250520,3,00325087,,,20238041,伊藤忠丸紅２課（川村,00399000,,00000031,的場,2,大阪本店,,,委託売上,20250520,2,,,配達,20日,10,0,商品,C325030152,2C2600,SHGA270C,,," 2.300 ×  1,145.00 ×    895.00",18.60,0,32,594,ｔ単価,203216,120710,12071,203216,120710,00000203,南港Ａ倉庫,,,,3119,川口知登世
2,営業２部,20250521,2,00199865,00135721,,21588300,黒田ｽﾁｰﾙ,00314850,黒田ｽﾁｰﾙ㈱,00000137,新木,2,大阪本店,,135721,売上,20250521,2,030,日本ロジコム(梶原),配達,20日,10,0,商品,C125051959,2C2600,SGH400-Z12,,," 3.200 ×  1,219.00 ×  2,000.00",61.70,32,1,1974,ｔ単価,100000,197400,19740,90000,177660,00000203,南港Ａ倉庫,,,,2158,安藤美佳
2,営業２部,20250521,2,00199865,00135721,,21588300,黒田ｽﾁｰﾙ,00314850,黒田ｽﾁｰﾙ㈱,00000137,新木,2,大阪本店,,135721,売上,20250521,2,030,日本ロジコム(梶原),配達,20日,10,0,商品,C125051960,2C2600,SGH400-Z12,,," 3.200 ×  1,219.00 ×  2,000.00",61.70,30,1,1851,ｔ単価,100000,185100,18510,90000,166590,00000203,南港Ａ倉庫,,,,2158,安藤美佳
2,営業２部,20250521,2,00199866,00135537,,22389600,城間鋼業,00222920,城間鋼業㈱,00000137,新木,2,大阪本店,,135537,売上,20250521,2,029,日本ロジコム(下浦),配達,20日,10,0,商品,C125043105,2C2600,ZAM-HC-DZC90,,," 1.600 ×  1,150.00 ×  1,850.00",27.10,36,1,976,ｔ単価,195000,190320,19032,191328.89,186737,00000203,南港Ａ倉庫,,,,2158,安藤美佳
2,営業２部,20250521,2,00199866,00135537,,22389600,城間鋼業,00222920,城間鋼業㈱,00000137,新木,2,大阪本店,,135537,売上,20250521,2,029,日本ロジコム(下浦),配達,20日,10,0,商品,C125043104,2C2600,ZAM-HC-DZC90,,," 1.600 ×  1,150.00 ×  1,650.00",24.20,40,1,968,ｔ単価,195000,188760,18876,191329.55,185207,00000203,南港Ａ倉庫,,,,2158,安藤美佳
2,営業２部,20250521,2,00199866,00135537,,22389600,城間鋼業,00222920,城間鋼業㈱,00000137,新木,2,大阪本店,,135537,売上,20250521,2,029,日本ロジコム(下浦),配達,20日,10,0,商品,C125051224,2C2600,KMAG-HC-G1 90,,," 1.600 ×  1,219.00 ×  2,550.00",39.60,50,1,1980,ｔ単価,195000,386100,38610,176247.47,348970,00000203,南港Ａ倉庫,,,,2158,安藤美佳
2,営業２部,20250521,2,00199867,00135703,,27161660,山本シャーリング,00270700,山本シャーリング,00000137,新木,2,大阪本店,,135703,売上,20250521,2,030,日本ロジコム(梶原),配達,20日,10,0,商品,C125051358,2C2600,SGCC-MO,,," 0.800 ×  1,125.00 ×  1,829.00",12.90,150,1,1935,ｔ単価,100000,193500,19350,85630.23,165694,00000203,南港Ａ倉庫,,,,2158,安藤美佳
2,営業２部,20250521,2,00199867,00135703,,27161660,山本シャーリング,00270700,山本シャーリング,00000137,新木,2,大阪本店,,135703,売上,20250521,2,030,日本ロジコム(梶原),配達,20日,10,0,商品,C125051359,2C2600,SGCC-MO,,," 0.800 ×  1,125.00 ×  1,829.00",12.90,135,1,1742,ｔ単価,100000,174200,17420,85629.74,149167,00000203,南港Ａ倉庫,,,,2158,安藤美佳
2,営業２部,20250521,2,00199868,00135666,,26631850,ﾒﾀﾙﾜﾝ(日本ｽﾁｰﾙ工業),00242620,日本ｽﾁｰﾙ工業,00000137,新木,2,大阪本店,,135666,売上,20250521,2,023,BTLﾛｼﾞｽﾃｨｸｽ㈱,配達,20日,10,0,商品,C125051393,2C2600,SGHC-SZCX-F12,,," 1.600 ×    850.00 ×  2,134.00",23.10,78,1,1802,ｔ単価,120000,216240,21624,104241.54,187843,00000203,南港Ａ倉庫,,,,2158,安藤美佳
2,営業２部,20250521,2,00199868,00135666,,26631850,ﾒﾀﾙﾜﾝ(日本ｽﾁｰﾙ工業),00242620,日本ｽﾁｰﾙ工業,00000137,新木,2,大阪本店,,135666,売上,20250521,2,023,BTLﾛｼﾞｽﾃｨｸｽ㈱,配達,20日,10,0,商品,C125051394,2C2600,SGHC-SZCX-F12,,," 1.600 ×    850.00 ×  1,960.00",21.20,55,1,1166,ｔ単価,120000,139920,13992,104240.99,121545,00000203,南港Ａ倉庫,,,,2158,安藤美佳
2,営業２部,20250521,2,00199869,00135586,,26631850,ﾒﾀﾙﾜﾝ(日本ｽﾁｰﾙ工業),00242620,日本ｽﾁｰﾙ工業,00000137,新木,2,大阪本店,,135586,売上,20250521,2,023,BTLﾛｼﾞｽﾃｨｸｽ㈱,配達,20日,10,0,商品,C125051393,2C2600,SGHC-SZCX-F12,,," 1.600 ×    850.00 ×  2,134.00",23.10,78,3,5406,ｔ単価,120000,648720,64872,104241.54,563530,00000203,南港Ａ倉庫,,,,2158,安藤美佳
2,営業２部,20250521,2,00199912,00135751,,29999301,南港(商品),00399900,,00000137,新木,2,大阪本店,,135751,売上,20250521,2,,,配達,20日,10,0,商品,C118104733,2C2400,SPCC-SD,,," 1.000 ×    914.00 ×  1,829.00",13.10,30,1,393,ｔ単価,35000,13755,0,35000,13755,00000203,南港Ａ倉庫,,,,2158,安藤美佳
2,営業２部,20250521,2,00199913,00135583,,20808300,大竹ｵｰﾙ,00209000,大竹ｵｰﾙ,00000209,片岡,2,大阪本店,,135583,売上,20250521,2,006,新潟運輸,配達,20日,10,0,商品,E125052272,2E2000,ﾌﾗｯｸ鋼板,両面ｼﾙﾊﾞｰ,," 0.370 ×    315.00 ×    400.00",0.3660,1200,4,1756,ｔ単価,433000,760348,76035,398005.13,698897,00000202,東大阪Ｂ,,,,2158,安藤美佳
2,営業２部,20250521,2,00199913,00135583,,20808300,大竹ｵｰﾙ,00209000,大竹ｵｰﾙ,00000209,片岡,2,大阪本店,,135583,売上,20250521,2,006,新潟運輸,配達,20日,10,0,商品,E125052273,2E2000,ﾌﾗｯｸ鋼板,両面ｼﾙﾊﾞｰ,," 0.370 ×    315.00 ×    400.00",0.3660,1230,1,450,ｔ単価,433000,194850,19485,398004.44,179102,00000202,東大阪Ｂ,,,,2158,安藤美佳
2,営業２部,20250521,2,00199921,00135682,,22194160,三幸プロダクツ東大阪,00220640,三幸プロダクツ,00000252,吉岡,2,大阪本店,,135682,売上,20250521,2,010,日本鉄鋼物流㈱,配達,末日,10,1,商品,L125051581,2L1000,ＥＣ,2.8/2.8 T2.5BA R1 G,," 0.240 ×    820.00 ×  C",1272,0,1,1272,ｔ単価,302000,384144,38414,231777.52,294821,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250521,2,00199921,00135682,,22194160,三幸プロダクツ東大阪,00220640,三幸プロダクツ,00000252,吉岡,2,大阪本店,,135682,売上,20250521,2,010,日本鉄鋼物流㈱,配達,末日,10,1,商品,L125050964,2L1000,ＥＣ," T-2.5",," 0.200 ×    120.00 ×  C",251,0,6,1506,ｔ単価,326000,490956,49096,236004.87,355423,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250521,2,00199921,00135682,,22194160,三幸プロダクツ東大阪,00220640,三幸プロダクツ,00000252,吉岡,2,大阪本店,,135682,売上,20250521,2,010,日本鉄鋼物流㈱,配達,末日,10,1,商品,L125042704,2L1000,サテン,T-2.5,," 0.200 ×     84.00 ×  C",186,0,1,186,ｔ単価,326000,60636,6064,232897.85,43319,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250521,2,00199921,00135682,,22194160,三幸プロダクツ東大阪,00220640,三幸プロダクツ,00000252,吉岡,2,大阪本店,,135682,売上,20250521,2,010,日本鉄鋼物流㈱,配達,末日,10,1,商品,L125051179,2L1000,サテン," T-2.5",," 0.200 ×     84.00 ×  C",168,0,5,840,ｔ単価,326000,273840,27384,233124.34,195824,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250521,2,00199921,00135682,,22194160,三幸プロダクツ東大阪,00220640,三幸プロダクツ,00000252,吉岡,2,大阪本店,,135682,売上,20250521,2,010,日本鉄鋼物流㈱,配達,末日,10,1,商品,L124112137,2L1000,ＥＣ," T-2.5 N44用",," 0.200 ×     52.00 ×  C",149,0,3,447,ｔ単価,326000,145722,14572,220369.13,98505,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250521,2,00199921,00135682,,22194160,三幸プロダクツ東大阪,00220640,三幸プロダクツ,00000252,吉岡,2,大阪本店,,135682,売上,20250521,2,010,日本鉄鋼物流㈱,配達,末日,10,1,商品,L125051175,2L1000,ＥＣ," T-2.5 N44用",," 0.200 ×     52.00 ×  C",103,0,2,206,ｔ単価,326000,67156,6716,230519.42,47487,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250521,2,00199921,00135682,,22194160,三幸プロダクツ東大阪,00220640,三幸プロダクツ,00000252,吉岡,2,大阪本店,,135682,売上,20250521,2,010,日本鉄鋼物流㈱,配達,末日,10,1,商品,L125051176,2L1000,ＥＣ," T-2.5 N44用",," 0.200 ×     52.00 ×  C",103,0,2,206,ｔ単価,326000,67156,6716,230519.42,47487,00000205,南港Ｃ倉庫,,,,2257,馬場 麻菜実
2,営業２部,20250521,2,00199940,,00013059,24222500,にしばた,00242231,にしばた  坂井工場,00000230,竹原,2,大阪本店,,,売上,20250521,2,,,配達,20日,10,0,商品,2FG01938025A0,2FG01938025A0,ｸﾞﾚｰ,,,"       ×    380.00 ×     25.00",0,50000,1,700,本数単価,7.75,387500,38750,4.58,229000,00000202,東大阪Ｂ,,,,2158,安藤美佳
2,営業２部,20250521,2,00199944,00135681,,25400050,ファイン技研,00254005,ファイン技研,00000230,竹原,2,大阪本店,,135681,売上,20250521,2,029,日本ロジコム(下浦),配達,20日,10,0,商品,L125051740,2L2300,SAPH440-P,,," 1.600 ×    224.00 ×  C",1138,0,3,3414,ｔ単価,138000,471132,47113,133445.87,455584,00000204,南港Ｂ倉庫,,,,2254,山根　茉里奈
2,営業２部,20250521,2,00199970,,,24222500,にしばた,00242231,にしばた  坂井工場,00000230,竹原,2,大阪本店,,,売上,20250521,2,,,配達,20日,10,0,商品,2FG01938025A0,2FG01938025A0,ｸﾞﾚｰ,,,"       ×    380.00 ×     25.00",0,-50000,1,-700,本数単価,7.75,-387500,-38750,4.58,-229000,00000202,東大阪Ｂ,,,梱包転倒の為,2158,安藤美佳
2,営業２部,20250521,2,00200067,00135847,,21951710,小林クリエイト,00260820,株式会社萬国,00000209,片岡,2,大阪本店,,135847,売上,20250521,2,,,配達,末日,10,0,商品,C125030867,2C2000,ＴＹ－ＴＦＳ,T-4,," 0.200 ×    350.00 ×    493.00",0.2710,500,6,816,枚数単価,124.80,374400,37440,71.63,214890,00000206,東京,"管理No,03-21290263",,,2158,安藤美佳
2,営業２部,20250521,2,00200067,00135847,,21951710,小林クリエイト,00260820,株式会社萬国,00000209,片岡,2,大阪本店,,135847,売上,20250521,2,,,配達,末日,10,0,商品,C125041294,2C2000,ＴＹ－ＴＦＳ,T-4,," 0.200 ×    350.00 ×    493.00",0.2710,500,4,544,枚数単価,124.80,249600,24960,71.40,142800,00000206,東京,"管理No,03-21290263",,,2158,安藤美佳
2,営業２部,20250521,2,00200067,00135847,,21951710,小林クリエイト,00260820,株式会社萬国,00000209,片岡,2,大阪本店,,135847,売上,20250521,2,,,配達,末日,10,0,商品,C125030868,2C2000,ＴＹ－ＴＦＳ,T-4,," 0.200 ×    350.00 ×    493.00",0.2710,135,2,74,枚数単価,124.80,33696,3370,72.18,19489,00000206,東京,"管理No,03-21290263",,,2158,安藤美佳
2,営業２部,20250521,3,00325117,00024288,,20238041,伊藤忠丸紅２課（川村,00304010,上田産業,00000031,的場,2,大阪本店,,,委託出荷,20250521,1,,,配達,20日,10,0,商品,L325042897,2L2600,SCGA270C,"  670/1",," 0.700 ×    300.00 ×  C",1450,0,1,1450,ｔ単価,0,0,0,0,0,00000204,南港Ｂ倉庫," 868m",,,3119,川口知登世
2,営業２部,20250521,3,00325117,00024288,,20238041,伊藤忠丸紅２課（川村,00304010,上田産業,00000031,的場,2,大阪本店,,,委託出荷,20250521,1,,,配達,20日,10,0,商品,L325051240,2L2400,SHGA440,"  495",," 1.800 ×    330.00 ×  C",935,0,2,1870,ｔ単価,0,0,0,0,0,00000204,南港Ｂ倉庫," 197m",,,3119,川口知登世
2,営業２部,20250521,3,00325117,00024288,,20238041,伊藤忠丸紅２課（川村,00304010,上田産業,00000031,的場,2,大阪本店,,,委託出荷,20250521,1,,,配達,20日,10,0,商品,L325040584,2L2600,SCGA270C,"  492",," 1.200 ×    215.00 ×  C",770,0,1,770,ｔ単価,0,0,0,0,0,00000204,南港Ｂ倉庫," 380m",,,3119,川口知登世
2,営業２部,20250521,3,00325117,00024288,,20238041,伊藤忠丸紅２課（川村,00304010,上田産業,00000031,的場,2,大阪本店,,,委託出荷,20250521,1,,,配達,20日,10,0,運賃,,Z9,配送渡し,,,,0,0,0,4090,ｔ単価,0,17500,1750,0,0,00000301,南港Ａ,,,,3119,川口知登世
2,営業２部,20250521,3,00325118,00024286,,20238041,伊藤忠丸紅２課（川村,00354250,不二工業,00000031,的場,2,大阪本店,,,委託出荷,20250521,2,,,配達,20日,10,0,商品,L325050272,2L2400,SPC270C,"  180",," 1.400 ×    140.00 ×  C",605,0,1,605,ｔ単価,0,0,0,0,0,00000204,南港Ｂ倉庫,,,,3119,川口知登世
2,営業２部,20250521,3,00325118,00024286,,20238041,伊藤忠丸紅２課（川村,00354250,不二工業,00000031,的場,2,大阪本店,,,委託出荷,20250521,2,,,配達,20日,10,0,商品,L325050263,2L2600,SCGA270D,"  181",," 1.200 ×    250.00 ×  C",830,0,1,830,ｔ単価,0,0,0,0,0,00000204,南港Ｂ倉庫,,,,3119,川口知登世
2,営業２部,20250521,3,00325118,00024286,,20238041,伊藤忠丸紅２課（川村,00354250,不二工業,00000031,的場,2,大阪本店,,,委託出荷,20250521,2,,,配達,20日,10,0,商品,L325050089,2L2600,SHGA270C,"  34/5",," 2.300 ×    360.00 ×  C",755,0,1,755,ｔ単価,0,0,0,0,0,00000204,南港Ｂ倉庫,,,,3119,川口知登世
2,営業２部,20250521,3,00325118,00024286,,20238041,伊藤忠丸紅２課（川村,00354250,不二工業,00000031,的場,2,大阪本店,,,委託出荷,20250521,2,,,配達,20日,10,0,商品,L325050694,2L2600,SHGA270C,"  34/5",," 2.300 ×    360.00 ×  C",665,0,3,1995,ｔ単価,0,0,0,0,0,00000204,南港Ｂ倉庫,,,,3119,川口知登世
2,営業２部,20250521,3,00325118,00024286,,20238041,伊藤忠丸紅２課（川村,00354250,不二工業,00000031,的場,2,大阪本店,,,委託出荷,20250521,2,,,配達,20日,10,0,商品,L325051241,2L2600,SHGA270C,"  34/5",," 2.300 ×    360.00 ×  C",1230,0,1,1230,ｔ単価,0,0,0,0,0,00000204,南港Ｂ倉庫,,,,3119,川口知登世
2,営業２部,20250521,3,00325118,00024286,,20238041,伊藤忠丸紅２課（川村,00354250,不二工業,00000031,的場,2,大阪本店,,,委託出荷,20250521,2,,,配達,20日,10,0,商品,L325050827,2L2600,SHGA270C,"  668",," 2.000 ×    110.00 ×  C",395,0,2,790,ｔ単価,0,0,0,0,0,00000204,南港Ｂ倉庫,,,,3119,川口知登世
2,営業２部,20250521,3,00325118,00024286,,20238041,伊藤忠丸紅２課（川村,00354250,不二工業,00000031,的場,2,大阪本店,,,委託出荷,20250521,2,,,配達,20日,10,0,運賃,,Z9,配送渡し,,,,0,0,0,6205,ｔ単価,0,19500,1950,0,0,00000301,南港Ａ,,,,3119,川口知登世
2,営業２部,20250521,3,00325119,00024287,,20238041,伊藤忠丸紅２課（川村,00352820,㈱ヒロミツ製作所,00000031,的場,2,大阪本店,,,委託出荷,20250521,2,,,配達,20日,10,0,商品,C325040612,2C2600,SHGA270C,,," 2.000 ×    200.00 ×  1,500.00",4.74,200,1,948,ｔ単価,0,0,0,0,0,00000205,南港Ｃ倉庫,,,,3119,川口知登世
2,営業２部,20250521,3,00325119,00024287,,20238041,伊藤忠丸紅２課（川村,00352820,㈱ヒロミツ製作所,00000031,的場,2,大阪本店,,,委託出荷,20250521,2,,,配達,20日,10,0,運賃,,Z9,配送渡し,,,,0,0,0,948,ｔ単価,0,18500,1850,0,0,00000301,南港Ａ,,,,3119,川口知登世
2,営業２部,20250522,2,00199914,00135762,,23016500,竹原製罐,00231130,竹原製罐,00000209,片岡,2,大阪本店,,135762,売上,20250522,2,026,石井商運,配達,15日,10,0,商品,E124121879,2E2000,ﾌﾗｯｸ鋼板,両面ｼﾙﾊﾞｰｵｲﾙﾎﾟｯﾄ胴,," 0.320 ×    285.00 ×    932.00",0.6670,1398,1,932,ｔ単価,432000,402624,40262,382806,356775,00000202,東大阪Ｂ,,,,2158,安藤美佳
2,営業２部,20250522,2,00199936,,,25642323,紅忠  滋賀ﾊﾟﾅ(運賃),00399900,,00000031,的場,2,大阪本店,,9999,売上,20250522,2,,,配達,20日,10,0,商品,,Z10,淀鋼保管料,,,,0,0,0,0,ｔ単価,0,9137,914,0,0,00000201,東大阪Ａ,,,,2158,安藤美佳
